http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009645.pub4/full|Neurology|Transcranial direct current stimulation (tDCS) for improving activities of daily living, and physical and cognitive functioning, in people after stroke|Bernhard Elsner, Joachim Kugler, Marcus Pohl, Jan Mehrholz|2020-11-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011772.pub3/full|Neurology|Rufinamide add‐on therapy for drug‐resistant epilepsy|Mariangela Panebianco, Hemanshu Prabhakar, Anthony G Marson|2020-11-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013132.pub2/full|Neurology|Pharmacological treatment for continuous spike‐wave during slow wave sleep syndrome and Landau‐Kleffner Syndrome|Luca Moresco, Matteo Bruschettini, Maria Grazia Calevo, Laura Siri|2020-11-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006811.pub4/full|Neurology|Interventions to reduce body temperature to 35 ⁰C to 37 ⁰C in adults and children with traumatic brain injury|Sharon R Lewis, Philip E Baker, Peter JD Andrews, Andrew Cheng, Kiran Deol, Naomi Hammond, Manoj Saxena|2020-10-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008312.pub4/full|Neurology|Strategies for improving adherence to antiepileptic drug treatment in people with epilepsy|Sinaa Al-aqeel, Olga Gershuni, Jawza Al-sabhan, Mickael Hiligsmann|2020-10-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006185.pub5/full|Neurology|Electromechanical‐assisted training for walking after stroke|Jan Mehrholz, Simone Thomas, Joachim Kugler, Marcus Pohl, Bernhard Elsner|2020-10-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012169.pub3/full|Neurology|Antiplatelet and anticoagulant agents for secondary prevention of stroke and other thromboembolic events in people with antiphospholipid syndrome|Malgorzata M Bala, Magdalena Celinska-Lowenhoff, Wojciech Szot, Agnieszka Padjas, Mateusz Kaczmarczyk, Mateusz J Swierz, Anetta Undas|2020-10-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006047.pub6/full|Neurology|Household interventions for secondary prevention of domestic lead exposure in children|Barbara Nussbaumer-Streit, Verena Mayr, Andreea Iulia Dobrescu, Gernot Wagner, Andrea Chapman, Lisa M Pfadenhauer, Szimonetta Lohner, Stefan K Lhachimi, Laura K Busert, Gerald Gartlehner|2020-10-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013019.pub2/full|Neurology|Motor imagery for gait rehabilitation after stroke|Stephano Silva, Lorenna RDM Borges, Lorenna Santiago, Larissa Lucena, Ana R Lindquist, Tatiana Ribeiro|2020-9-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009402.pub3/full|Neurology|Magnesium for skeletal muscle cramps|Scott R Garrison, Christina S Korownyk, Michael R Kolber, G Michael Allan, Vijaya M Musini, Ravneet K Sekhon, Nicolas Dugré|2020-9-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001081.pub4/full|Neurology|Carotid endarterectomy for symptomatic carotid stenosis|Amaraporn Rerkasem, Saritphat Orrapin, Dominic PJ Howard, Kittipan Rerkasem|2020-9-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012081.pub3/full|Neurology|Psychological treatments for people with epilepsy|Rosa Michaelis, Venus Tang, Sarah J Nevitt, Janelle L Wagner, Avani C Modi, William Curt LaFrance Jr, Laura H Goldstein, Milena Gandy, Rebecca Bresnahan, Kette Valente, Kirsten A Donald, Markus Reuber|2020-9-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013564.pub2/full|Neurology|Interventions to reduce the time to diagnosis of brain tumours|Robin Grant, Therese Dowswell, Eve Tomlinson, Paul M Brennan, Fiona M Walter, Yoav Ben-Shlomo, David William Hunt, Helen Bulbeck, Ashleigh Kernohan, Tomos Robinson, Theresa A Lawrie|2020-9-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013066.pub2/full|Neurology|Citicoline for treating people with acute ischemic stroke|Arturo J Martí-Carvajal, Claudia Valli, Cristina Elena Martí-Amarista, Ivan Solà, Joan Martí-Fàbregas, Xavier Bonfill Cosp|2020-8-29
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010515.pub2/full|Neurology|Personally tailored activities for improving psychosocial outcomes for people with dementia in community settings|Ralph Möhler, Anna Renom, Helena Renom, Gabriele Meyer|2020-8-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003150.pub3/full|Neurology|Aromatherapy for dementia|Emily L Ball, Bethan Owen-Booth, Amy Gray, Susan D Shenkin, Jonathan Hewitt, Jenny McCleery|2020-8-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009716.pub2/full|Neurology|Multiple versus fewer antiplatelet agents for preventing early recurrence after ischaemic stroke or transient ischaemic attack|Imama A Naqvi, Ayeesha K Kamal, Hasan Rehman|2020-8-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013267.pub2/full|Neurology|Endovascular therapy versus medical treatment for symptomatic intracranial artery stenosis|Tao Wang, Jichang Luo, Xue Wang, Kun Yang, Vikram Jadhav, Peng Gao, Yan Ma, Na Zhao, Liqun Jiao|2020-8-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007302.pub3/full|Neurology|Vigabatrin add‐on therapy for drug‐resistant focal epilepsy|Rebecca Bresnahan, Myrsini Gianatsi, Melissa J Maguire, Catrin Tudur Smith, Anthony G Marson|2020-7-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001416.pub5/full|Neurology|Zonisamide add‐on therapy for focal epilepsy|Francesco Brigo, Simona Lattanzi, Stanley C Igwe, Masoud Behzadifar, Nicola Luigi Bragazzi|2020-7-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012990.pub2/full|Neurology|GLP‐1 receptor agonists for Parkinson's disease|Caroline A Mulvaney, Gonçalo S Duarte, Joel Handley, David JW Evans, Suresh Menon, Richard Wyse, Hedley CA Emsley|2020-7-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006932.pub4/full|Neurology|Pharmacological treatment of depression in people with a primary brain tumour|Zachary Beevers, Sana Hussain, Florien W Boele, Alasdair G Rooney|2020-7-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007026.pub6/full|Neurology|Cerebrolysin for acute ischaemic stroke|Liliya Eugenevna Ziganshina, Tatyana Abakumova, Charles HV Hoyle|2020-7-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007783.pub3/full|Neurology|Lamotrigine add‐on therapy for drug‐resistant generalised tonic‐clonic seizures|Rebecca Bresnahan, Mariangela Panebianco, Anthony G Marson|2020-7-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001901.pub3/full|Neurology|Levetiracetam add‐on for drug‐resistant focal epilepsy|Gashirai K Mbizvo, Bharath Chandrasekar, Sarah J Nevitt, Pete Dixon, Jane L Hutton, Anthony G Marson|2020-6-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001903.pub5/full|Neurology|Ketogenic diets for drug‐resistant epilepsy|Kirsty J Martin-McGill, Rebecca Bresnahan, Robert G Levy, Paul N Cooper|2020-6-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012726.pub2/full|Neurology|Ventriculo‐peritoneal shunting devices for hydrocephalus|Luis Garegnani, Juan VA Franco, Agustín Ciapponi, Virginia Garrote, Valeria Vietto, Santiago Adalberto Portillo Medina|2020-6-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005950.pub5/full|Neurology|Mental practice for treating upper extremity deficits in individuals with hemiparesis after stroke|Ruth E Barclay, Ted J Stevenson, William Poluha, Brenda Semenko, Julie Schubert|2020-5-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011475.pub3/full|Neurology|External beam radiation dose escalation for high grade glioma|Luluel Khan, Hany Soliman, Arjun Sahgal, James Perry, Wei Xu, May N Tsao|2020-5-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004192.pub4/full|Neurology|Dietary interventions for multiple sclerosis‐related outcomes|Natalie E Parks, Caitlin S Jackson-Tarlton, Laura Vacchi, Roah Merdad, Bradley C Johnston|2020-5-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013238.pub2/full|Neurology|Anti‐epidermal growth factor receptor therapy for glioblastoma in adults|Adrian Lee, Malmaruha Arasaratnam, David Lok Hang Chan, Mustafa Khasraw, Viive M Howell, Helen Wheeler|2020-5-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003689.pub4/full|Neurology|Pharmacological, psychological and non‐invasive brain stimulation interventions for preventing depression after stroke|Sabine Allida, Katherine Laura Cox, Cheng-Fang Hsieh, Allan House, Maree L Hackett|2020-5-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011189.pub2/full|Neurology|Interventions for sexual dysfunction following stroke|Hezekiah Stratton, Joshua Sansom, Anita Brown-Major, Paul Anderson, Louisa Ng|2020-5-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011459.pub2/full|Neurology|Aspirin and other non‐steroidal anti‐inflammatory drugs for the prevention of dementia|Fionnuala Jordan, Terry J Quinn, Bernadette McGuinness, Peter Passmore, John P Kelly, Catrin Tudur Smith, Kathy Murphy, Declan Devane|2020-4-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011365.pub2/full|Neurology|Tonsillectomy versus tonsillotomy for obstructive sleep‐disordered breathing in children|Helen Blackshaw, Laurie R Springford, Lai-Ying Zhang, Betty Wang, Roderick P Venekamp, Anne GM Schilder|2020-4-29
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007286.pub5/full|Neurology|Antiepileptic drugs as prophylaxis for postcraniotomy seizures|Janette Greenhalgh, Jennifer Weston, Yenal Dundar, Sarah J Nevitt, Anthony G Marson|2020-4-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD000197.pub4/full|Neurology|Organised inpatient (stroke unit) care for stroke: network meta‐analysis|Peter Langhorne, Samantha Ramachandra, Stroke Unit Trialists' Collaboration|2020-4-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012253.pub3/full|Neurology|Clonazepam add‐on therapy for drug‐resistant epilepsy|Lin Song, Fang Liu, Yao Liu, Ruoqi Zhang, Huanhuan Ji, Yuntao Jia|2020-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012395.pub2/full|Neurology|Pharmacological treatment for familial amyloid polyneuropathy|Francesca Magrinelli, Gian Maria Fabrizi, Lucio Santoro, Fiore Manganelli, Giampietro Zanette, Tiziana Cavallaro, Stefano Tamburin|2020-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011882.pub3/full|Neurology|Simulated presence therapy for dementia|Iosief Abraha, Joseph M Rimland, Isabel Lozano-Montoya, Giuseppina Dell'Aquila, Manuel Vélez-Díaz-Pallarés, Fabiana M Trotta, Alfonso J Cruz-Jentoft, Antonio Cherubini|2020-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009196.pub5/full|Neurology|EEG for children with complex febrile seizures|Pankaj B Shah, Saji James, Sivaprakasam Elayaraja|2020-4-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007736.pub3/full|Neurology|Educational, supportive and behavioural interventions to improve usage of continuous positive airway pressure machines in adults with obstructive sleep apnoea|Kathleen Askland, Lauren Wright, Dariusz R Wozniak, Talia Emmanuel, Jessica Caston, Ian Smith|2020-4-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011792.pub3/full|Neurology|Treatments for the prevention of Sudden Unexpected Death in Epilepsy (SUDEP)|Melissa J Maguire, Cerian F Jackson, Anthony G Marson, Sarah J Nevitt|2020-4-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013261.pub2/full|Neurology|Treatment of newly diagnosed glioblastoma in the elderly: a network meta‐analysis|Catherine Hanna, Theresa A Lawrie, Ewelina Rogozińska, Ashleigh Kernohan, Sarah Jefferies, Helen Bulbeck, Usama M Ali, Tomos Robinson, Robin Grant|2020-3-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001909.pub3/full|Neurology|Lamotrigine add‐on therapy for drug‐resistant focal epilepsy|Mariangela Panebianco, Rebecca Bresnahan, Sridharan Ramaratnam, Anthony G Marson|2020-3-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003316.pub7/full|Neurology|Physical fitness training for stroke patients|David H Saunders, Mark Sanderson, Sara Hayes, Liam Johnson, Sharon Kramer, Daniel D Carter, Hannah Jarvis, Miriam Brazzelli, Gillian E Mead|2020-3-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012433.pub2/full|Neurology|Oxcarbazepine add‐on for drug‐resistant focal epilepsy|Rebecca Bresnahan, Margaret Atim‐Oluk, Anthony G Marson|2020-3-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009628.pub2/full|Neurology|Structural magnetic resonance imaging for the early diagnosis of dementia due to Alzheimer's disease in people with mild cognitive impairment|Gemma Lombardi, Giada Crescioli, Enrica Cavedo, Ersilia Lucenteforte, Giovanni Casazza, Alessandro‐Giacco Bellatorre, Chiara Lista, Giorgio Costantino, Giovanni Frisoni, Gianni Virgili, Graziella Filippini|2020-3-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012277.pub3/full|Neurology|Computerised cognitive training for 12 or more weeks for maintaining cognitive function in cognitively healthy people in late life|Nicola J Gates, Anne WS Rutjes, Marcello Di Nisio, Salman Karim, Lee‐Yee Chong, Evrim March, Gabriel Martínez, Robin WM Vernooij|2020-2-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011961.pub2/full|Neurology|Cognitive training interventions for dementia and mild cognitive impairment in Parkinson’s disease|Vasiliki Orgeta, Kathryn R McDonald, Ellen Poliakoff, John Vincent Hindle, Linda Clare, Iracema Leroi|2020-2-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD000515.pub5/full|Neurology|Carotid artery stenting versus endarterectomy for treatment of carotid artery stenosis|Mandy D Müller, Philippe Lyrer, Martin M Brown, Leo H Bonati|2020-2-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010722.pub2/full|Neurology|Transcranial Doppler sonography for detecting stenosis or occlusion of intracranial arteries in people with acute ischaemic stroke|Alessia Mattioni, Silvia Cenciarelli, Paolo Eusebi, Miriam Brazzelli, Tatiana Mazzoli, Massimo Del Sette, Carlo Gandolfo, Marinella Marinoni, Cinzia Finocchi, Valentina Saia, Stefano Ricci|2020-2-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010569.pub3/full|Neurology|Enhanced rehabilitation and care models for adults with dementia following hip fracture surgery|Toby O Smith, Anthony W Gilbert, Ashwini Sreekanta, Opinder Sahota, Xavier L Griffin, Jane L Cross, Chris Fox, Sarah E Lamb|2020-2-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010255.pub3/full|Neurology|Telerehabilitation services for stroke|Kate E Laver, Zoe Adey‐Wakeling, Maria Crotty, Natasha A Lannin, Stacey George, Catherine Sherrington|2020-1-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003437.pub4/full|Neurology|Pharmacological, psychological, and non‐invasive brain stimulation interventions for treating depression after stroke|Sabine Allida, Katherine Laura Cox, Cheng‐Fang Hsieh, Helen Lang, Allan House, Maree L Hackett|2020-1-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008630.pub5/full|Neurology|Pharmacological treatment other than corticosteroids, intravenous immunoglobulin and plasma exchange for Guillain‐Barré syndrome|Alex Y Doets, Richard AC Hughes, Ruth Brassington, Robert DM Hadden, Jane Pritchard|2020-1-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004770.pub3/full|Neurology|Drug therapy for delirium in terminally ill adults|Anne M Finucane, Louise Jones, Baptiste Leurent, Elizabeth L Sampson, Patrick Stone, Adrian Tookman, Bridget Candy|2020-1-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009229.pub3/full|Neurology|Early versus delayed postoperative radiotherapy for treatment of low‐grade gliomas|Sanjay Dhawan, Chirag G Patil, Clark Chen, Andrew S Venteicher|2020-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010904.pub3/full|Neurology|Hypertonic saline versus other intracranial pressure–lowering agents for people with acute traumatic brain injury|Han Chen, Zhi Song, Jane A Dennis|2020-1-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007074.pub3/full|Neurology|Anti‐inflammatory medications for obstructive sleep apnoea in children|Stefan Kuhle, Dorle U Hoffmann, Souvik Mitra, Michael S Urschitz|2020-1-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012991.pub2/full|Neurology|Motor neuroprosthesis for promoting recovery of function after stroke|Luciana A Mendes, Illia NDF Lima, Tulio Souza, George C do Nascimento, Vanessa R Resqueti, Guilherme AF Fregonezi|2020-1-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006282.pub5/full|Neurology|Drug treatment for spinal muscular atrophy types II and III|Renske I Wadman, W Ludo van der Pol, Wendy MJ Bosboom, Fay‐Lynn Asselman, Leonard H van den Berg, Susan T Iannaccone, Alexander FJE Vrancken|2020-1-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003983.pub3/full|Neurology|Decompressive craniectomy for the treatment of high intracranial pressure in closed traumatic brain injury|Juan Sahuquillo, Jane A Dennis|2019-12-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013137.pub2/full|Neurology|Interval brain imaging for adults with cerebral glioma|Gerard Thompson, Theresa A Lawrie, Ashleigh Kernohan, Michael D Jenkinson|2019-12-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011742.pub3/full|Neurology|Cell‐based therapies for amyotrophic lateral sclerosis/motor neuron disease|S Fadilah Abdul Wahid, Zhe Kang Law, Nor Azimah Ismail, Nai Ming Lai|2019-12-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013282.pub2/full|Neurology|Addenbrooke’s Cognitive Examination III (ACE‐III) and mini‐ACE for the detection of dementia and mild cognitive impairment|Lucy C Beishon, Angus P Batterham, Terry J Quinn, Christopher P Nelson, Ronney B Panerai, Thompson Robinson, Victoria J Haunton|2019-12-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009324.pub5/full|Neurology|Losigamone add‐on therapy for focal epilepsy|Hongchang Chen, Honghu He, Yousheng Xiao, Man Luo, Hongye Luo, Jin Wang|2019-12-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006281.pub5/full|Neurology|Drug treatment for spinal muscular atrophy type I|Renske I Wadman, W Ludo van der Pol, Wendy MJ Bosboom, Fay‐Lynn Asselman, Leonard H van den Berg, Susan T Iannaccone, Alexander FJE Vrancken|2019-12-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003907.pub5/full|Neurology|Strength training and aerobic exercise training for muscle disease|Nicoline BM Voet, Elly L van der Kooi, Baziel GM van Engelen, Alexander CH Geurts|2019-12-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003531.pub4/full|Neurology|Pressure modification or humidification for improving usage of continuous positive airway pressure machines in adults with obstructive sleep apnoea|Barry Kennedy, Toby J Lasserson, Dariusz R Wozniak, Ian Smith|2019-12-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008557.pub4/full|Neurology|Intravenous immunoglobulins for epilepsy|JinSong Geng, JianCheng Dong, Youping Li, HengJian Ni, Kui Jiang, Li Li Shi, GuoHua Wang|2019-12-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012475.pub2/full|Neurology|Interventions for preventing falls in people with multiple sclerosis|Sara Hayes, Rose Galvin, Catriona Kennedy, Marcia Finlayson, Christopher McGuigan, Cathal D Walsh, Susan Coote|2019-11-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011725.pub2/full|Neurology|Indomethacin for intracranial hypertension secondary to severe traumatic brain injury in adults|Carlos Martín‐Saborido, Jesús López‐Alcalde, Agustín Ciapponi, Carlos Enrique Sánchez Martín, Elena Garcia Garcia, Gema Escobar Aguilar, Maria Carolina Palermo, Fernando G Baccaro|2019-11-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011931.pub2/full|Neurology|Pharmacological interventions for the prevention of acute postoperative pain in adults following brain surgery|Imelda M Galvin, Ron Levy, Andrew G Day, Ian Gilron|2019-11-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008900.pub3/full|Neurology|Cerebrolysin for vascular dementia|Shuhui Cui, Ning Chen, Mi Yang, Jian Guo, Muke Zhou, Cairong Zhu, Li He|2019-11-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002842.pub3/full|Neurology|Cognitive rehabilitation for attention deficits following stroke|Tobias Loetscher, Kristy‐Jane Potter, Dana Wong, Roshan das Nair|2019-11-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001417.pub4/full|Neurology|Topiramate add‐on therapy for drug‐resistant focal epilepsy|Rebecca Bresnahan, Juliet Hounsome, Nathalie Jette, Jane L Hutton, Anthony G Marson|2019-10-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012936.pub2/full|Neurology|Palliative care interventions for people with multiple sclerosis|Carolina OC Latorraca, Ana Luiza C Martimbianco, Daniela V Pachito, Maria Regina Torloni, Rafael L Pacheco, Juliana Gomes Pereira, Rachel Riera|2019-10-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004154.pub5/full|Neurology|Clobazam add‐on therapy for drug‐resistant epilepsy|Rebecca Bresnahan, Kirsty J Martin‐McGill, John Williamson, Benedict D Michael, Anthony G Marson|2019-10-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001908.pub4/full|Neurology|Tiagabine add‐on therapy for drug‐resistant focal epilepsy|Rebecca Bresnahan, Kirsty J Martin‐McGill, Jane L Hutton, Anthony G Marson|2019-10-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011550.pub2/full|Neurology|Assisted standing for Duchenne muscular dystrophy|Katy Pedlow, Suzanne McDonough, Sheila Lennon, Claire Kerr, Ian Bradbury|2019-10-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001408.pub2/full|Neurology|Botulinum toxin type A in the treatment of lower limb spasticity in children with cerebral palsy|Francesco C Blumetti, João Carlos Belloti, Marcel JS Tamaoki, José A Pinto|2019-10-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012363.pub2/full|Neurology|Interventions for idiopathic toe walking|Antoni J Caserta, Verity Pacey, Michael C Fahey, Kelly Gray, Raoul HH Engelbert, Cylie M Williams|2019-10-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003200.pub8/full|Neurology|Exercise therapy for chronic fatigue syndrome|Lillebeth Larun, Kjetil G Brurberg, Jan Odgaard-Jensen, Jonathan R Price|2019-10-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008728.pub3/full|Neurology|Interventions for preventing falls in people after stroke|Stijn Denissen, Wouter Staring, Dorit Kunkel, Ruth M Pickering, Sheila Lennon, Alexander CH Geurts, Vivian Weerdesteyn, Geert SAF Verheyden|2019-10-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013201.pub2/full|Neurology|Stem cell‐based interventions for the prevention and treatment of germinal matrix‐intraventricular haemorrhage in preterm infants|Olga Romantsik, Matteo Bruschettini, Alvaro Moreira, Bernard Thébaud, David Ley|2019-9-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003436.pub4/full|Neurology|Interventions for treating brain arteriovenous malformations in adults|Susanna M Zuurbier, Rustam Al‐Shahi Salman|2019-9-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001869.pub9/full|Neurology|Antiviral treatment for Bell's palsy (idiopathic facial paralysis)|Ildiko Gagyor, Vishnu B Madhok, Fergus Daly, Frank Sullivan|2019-9-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011711.pub2/full|Neurology|Respiratory muscle training in children and adults with neuromuscular disease|Ivanizia S Silva, Rafaela Pedrosa, Ingrid G Azevedo, Anne‐Marie Forbes, Guilherme AF Fregonezi, Mário ET Dourado Junior, Suzianne RH Lima, Gardenia MH Ferreira|2019-9-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011749.pub2/full|Neurology|Pharmacological interventions for the treatment of delirium in critically ill adults|Lisa Burry, Brian Hutton, David R Williamson, Sangeeta Mehta, Neill KJ Adhikari, Wei Cheng, E. Wesley Ely, Ingrid Egerod, Dean A Fergusson, Louise Rose|2019-9-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013419/full|Neurology|Flexibility exercise training for adults with fibromyalgia|Soo Y Kim, Angela J Busch, Tom J Overend, Candice L Schachter, Ina van der Spuy, Catherine Boden, Suelen M Góes, Heather JA Foulds, Julia Bidonde|2019-9-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009472.pub4/full|Neurology|Sulthiame add‐on therapy for epilepsy|Rebecca Bresnahan, Kirsty J Martin‐McGill, Philip Milburn‐McNulty, Graham Powell, Graeme J Sills, Anthony G Marson|2019-8-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002217.pub3/full|Neurology|Phenobarbitone versus phenytoin monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Catrin Tudur Smith, Anthony G Marson|2019-7-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001911.pub4/full|Neurology|Carbamazepine versus phenytoin monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Anthony G Marson, Catrin Tudur Smith|2019-7-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012295.pub2/full|Neurology|Psychological therapies for the prevention of migraine in adults|Louise Sharpe, Joanne Dudeney, Amanda C de C Williams, Michael Nicholas, Ingrid McPhee, Andrew Baillie, Miriam Welgampola, Brian McGuire|2019-7-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010541.pub3/full|Neurology|Surgery for epilepsy|Siobhan West, Sarah J Nevitt, Jennifer Cotton, Sacha Gandhi, Jennifer Weston, Ajay Sudan, Roberto Ramirez, Richard Newton|2019-6-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012065.pub3/full|Neurology|Topiramate versus carbamazepine monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Maria Sudell, Catrin Tudur Smith, Anthony G Marson|2019-6-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011265.pub2/full|Neurology|Acetyl‐L‐carnitine for the treatment of diabetic peripheral neuropathy|Luiz CSP Rolim, Edina MK da Silva, Ronald LG Flumignan, Marcio M Abreu, Sérgio A Dib|2019-6-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002034.pub2/full|Neurology|Biopsy versus resection for high‐grade glioma|Michael G Hart, Gareth RL Grant, Emma F Solyom, Robin Grant|2019-6-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012902.pub2/full|Neurology|Route of antibiotic prophylaxis for prevention of cerebrospinal fluid‐shunt infection|Sebastian HHMJ Arts, Hieronymus Damianus Boogaarts, Erik J van Lindert|2019-6-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009903.pub3/full|Neurology|Percutaneous transluminal angioplasty for treatment of chronic cerebrospinal venous insufficiency (CCSVI) in people with multiple sclerosis|Vanitha A Jagannath, Eugenio Pucci, Govindaraj V Asokan, Edward W Robak|2019-5-31
